,designation,period,provenience
P381785,"MSL 14, 393 D",Middle Assyrian,Assur
P381786,VAT 10407,Middle Assyrian,Assur
P381787,VAT 10411,Middle Babylonian,Assur
P381788,VAT 10412,Neo-Assyrian,Assur
P381789,KADP 37,Middle Assyrian,Assur
P381790,VAT 10425,Neo-Assyrian,Assur
P381791,"FB 20/21, 260",Neo-Assyrian,Assur
P381792,VAT 10559,Neo-Assyrian,Assur
P381793,KADP 46,Neo-Assyrian,Assur
P381794,BWL Pl. 73 VAT 10756,Neo-Assyrian,Assur
P381795,VAT 10824,Neo-Assyrian,Assur
P381796,VAT 10838,Neo-Assyrian,Assur
P381797,VAT 10851,Neo-Assyrian,Assur
P381798,VAT 10866,Neo-Assyrian,Assur
P381799,VAT 10870,Neo-Assyrian,Assur
P381800,VAT 10897,Middle Assyrian,Assur
P381801,VAT 10901,Middle Assyrian,Assur
P381802,VAT 10911,Neo-Assyrian,Assur
P381803,VAT 10917,Neo-Assyrian,Assur
P381804,VAT 10923,Neo-Assyrian,Assur
P381805,VAT 10940,Neo-Assyrian,Assur
P381806,VAT 10947,Neo-Assyrian,Assur
P381807,VAT 10950,Neo-Assyrian,Assur
P381808,VAT 11009,Neo-Assyrian,Assur
P381809,VAT 11021,Neo-Assyrian,Assur
P381810,KADP 43,Middle Assyrian,Assur
P381811,VAT 11163,Neo-Assyrian,Assur
P381812,VAT 11169,Middle Assyrian,Assur
P381813,VAT 11285,Middle Assyrian,Assur
P381814,KADP 41,Neo-Assyrian,Assur
P381815,VAT 11507,Neo-Assyrian,Assur
P381816,VAT 11512,Middle Assyrian,Assur
P381817,VAT 11516,Middle Assyrian,Assur
P381818,VAT 11598,Neo-Assyrian,Assur
P381819,VAT 11602,Neo-Assyrian,Assur
P381820,VAT 11628,Neo-Assyrian,Assur
P381821,VAT 11741,Neo-Assyrian,Assur
P381822,VAT 11758,Neo-Assyrian,Assur
P381823,VAT 11762,Middle Assyrian,Assur
P381824,VAT 11769,Middle Assyrian,Assur
P381825,VAT 11774,Neo-Assyrian,Assur
P381826,KADP 39,Middle Assyrian,Assur
P381827,VAT 11907,Neo-Assyrian,Assur
P381828,VAT 11926,Neo-Assyrian,Assur
P381829,VAT 10328 + VAT 11932,Middle Assyrian,Assur
P381830,VAT 11940,Neo-Assyrian,Assur
P381831,VAT 11953,Neo-Assyrian,Assur
P381832,VAT 12073,Neo-Assyrian,Assur
P381833,VAT 12237,Neo-Assyrian,Assur
P381834,VAT 12926,Middle Assyrian,Assur
P381835,VAT 12928,Neo-Assyrian,Assur
P381836,VAT 12929,Neo-Assyrian,Assur
P381837,VAT 12967,Neo-Assyrian,Assur
P381838,VAT 12968,Neo-Assyrian,Assur
P381839,VAT 12969,Neo-Assyrian,Assur
P381840,VAT 12972,Neo-Assyrian,Assur
P381841,VAT 12975,Middle Assyrian,Assur
P381842,VAT 12976,Neo-Assyrian,Assur
P381843,VAT 12982,Neo-Assyrian,Assur
P381844,VAT 11139 + VAT 12990,Middle Assyrian,Assur
P381845,KADP 47,Neo-Assyrian,Assur
P381846,VAT 14249,Middle Assyrian,Assur
P381847,VAT 14250,Neo-Assyrian,Assur
P381848,"FB 20/21, 261",Neo-Assyrian,Assur
P381849,VAT 14262,Middle Assyrian,Assur
P381850,"AfO 18, 087",Neo-Assyrian,Assur
P381851,VAT 14275,Neo-Assyrian,Assur
P381852,VAT 14394,Middle Assyrian,Assur
P381853,"Archives and Libraries in the City of Assur II, S. 37 Anm. 11.",Neo-Assyrian,Assur
P381855,VAT 10376 + VAT 10381,Neo-Assyrian,Assur
P381857,VAT 10388 + VAT 11508,Middle Assyrian,Assur
P381858,VAT 10228 + VAT 11915,Middle Assyrian,Assur
P381861,VAT 10714 + VAT 12977,Neo-Assyrian,Assur
P381862,"FB 20/21, 263f.",Neo-Assyrian,Assur
P381865,"FB 20/21, 262f. +",Neo-Assyrian,Assur
P381866,"FB 20/21, 265f.",Neo-Assyrian,Assur
P381868,VAT 13595,Neo-Assyrian,Assur
P382241,"AOTU 2/1, 70-72",Middle Assyrian,Assur
P382242,"ASKT 54-60 (K 00046) + ZA 07, 031 (K 02038)",Neo-Assyrian,Nineveh
P382243,"R2, 14-15",Neo-Assyrian,Nineveh
P382244,"R2, 08, 2",Neo-Assyrian,Nineveh
P382245,ASKT 45-53 (K 04350 +),Neo-Assyrian,Nineveh
P382246,"R5, 24, 1",Neo-Assyrian,Nineveh
P382247,"R2, 40, 4 (K 04317) + ZA 007, 30 (K 06074)+ unpub. frags.",Neo-Assyrian,Nineveh
P382248,K 04350c,Neo-Assyrian,Nineveh
P382249,"CT 19, pl. 15, K 04422 + AOTU 2/1, 65, K 05451 +",Neo-Assyrian,Nineveh
P382250,K 06180,Neo-Assyrian,Nineveh
P382251,K 09976,Neo-Assyrian,Nineveh
P382534,"CT 11, pl. 06, K 05430",Neo-Assyrian,Nineveh
P382535,"CT 11, pl. 06, K 13592",Neo-Assyrian,Nineveh
P382536,"CT 11, pl. 06, K 14049",Neo-Assyrian,Nineveh
P382537,"CT 11, pl. 07, K 07708",Neo-Assyrian,Nineveh
P382538,"CT 11, pl. 07, K 07691",Neo-Assyrian,Nineveh
P382539,"CT 11, pl. 07, K 07793",Neo-Assyrian,Nineveh
P382542,"CT 11, pl. 09, K 02078",Neo-Assyrian,Nineveh
P382555,"CT 11, pl. 19, K 13702",Neo-Assyrian,Nineveh
P382556,"CT 11, pl. 19, K 14816",Neo-Assyrian,Nineveh
P382557,"CT 11, pl. 19, BM 046284",Neo-Assyrian,Nineveh
P382559,"CT 11, pl. 20, Sm 0107",Neo-Assyrian,Nineveh
P382560,"CT 11, pl. 21, K 14174",Neo-Assyrian,Nineveh
P382561,"CT 11, pl. 21, BM 034912",Neo-Assyrian,Nineveh
P382562,"CT 11, pl. 22, K 07623",Neo-Assyrian,Nineveh
P382563,"CT 11, pl. 22, K 07695",Neo-Assyrian,Nineveh
P382564,"CT 11, pl. 26, K 07689",Neo-Assyrian,Nineveh
P382565,"CT 11, pl. 26, K 06027 +",Neo-Assyrian,Nineveh
P382568,"CT 11, pl. 28, K 08503",Neo-Assyrian,Nineveh
P382569,"CT 11, pl. 28, K 09877",Neo-Assyrian,Nineveh
P382570,"CT 11, pl. 28, K 09928",Neo-Assyrian,Nineveh
P382571,"CT 11, pl. 33, K 07778",Neo-Assyrian,Nineveh
P382572,"CT 11, pl. 33, K 07772",Neo-Assyrian,Nineveh
P382573,"CT 11, pl. 33, K 05719",Neo-Assyrian,Nineveh
P382575,"CT 11, pl. 33, K 07761",Neo-Assyrian,Nineveh
P382578,"CT 11, pl. 33, K 10072",Neo-Assyrian,Nineveh
P382579,"CT 11, pl. 33, K 07802",Neo-Assyrian,Nineveh
P382580,"CT 11, pl. 33, K 04145f",Neo-Assyrian,Nineveh
P382581,"CT 11, pl. 33, K 07795",Neo-Assyrian,Nineveh
P382585,"CT 11, pl. 35, 1876-04-13, 001",Neo-Assyrian,Nineveh
P382586,"CT 11, pl. 35, Rm 2, 030",Neo-Assyrian,Nineveh
P382587,"CT 11, pl. 35, K 12827",Neo-Assyrian,Nineveh
P382588,"CT 11, pl. 35, K 12851",Neo-Assyrian,Nineveh
P382590,"CT 11, pl. 36, K 11204",Neo-Assyrian,Nineveh
P382591,"CT 11, pl. 36, K 04606",Neo-Assyrian,Nineveh
P382592,"CT 11, pl. 37, K 08284",Neo-Assyrian,Nineveh
P382593,"CT 11, pl. 37, K 14424",Neo-Assyrian,Nineveh
P382594,"CT 11, pl. 37, DT 240",Neo-Assyrian,Nineveh
P382596,"CT 11, pl. 38, K 07808",Neo-Assyrian,Nineveh
P382598,"CT 11, pl. 38, K 14116",Neo-Assyrian,Nineveh
P382601,"CT 11, pl. 38, K 07811",Neo-Assyrian,Nineveh
P382604,"CT 11, pl. 38, K 07701",Neo-Assyrian,Nineveh
P382605,"CT 11, pl. 38, Rm 2, 586",Neo-Assyrian,Nineveh
P382606,"CT 11, pl. 39, K 08302",Neo-Assyrian,Nineveh
P382607,"CT 11, pl. 39, K 07668",Neo-Assyrian,Nineveh
P382609,"CT 11, pl. 40-41, K 04146",Neo-Assyrian,Nineveh
P382610,"CT 11, pl. 41, K 04141",Neo-Assyrian,Nineveh
P382613,"CT 11, pl. 33, K 04145e",Neo-Assyrian,Nineveh
P382614,"CT 11, pl. 42, K 04145k",Neo-Assyrian,Nineveh
P382615,"CT 11, pl. 42, K 07753",Neo-Assyrian,Nineveh
P382616,"CT 11, pl. 42, Sm 0615",Neo-Assyrian,Nineveh
P382619,"CT 11, pl. 42, K 07703",Neo-Assyrian,Nineveh
P382622,"CT 11, pl. 43, K 07751",Neo-Assyrian,Nineveh
P382623,"CT 11, pl. 43, K 13691",Neo-Assyrian,Nineveh
P382624,"CT 11, pl. 43, K 14332",Neo-Assyrian,Nineveh
P382626,"CT 11, pl. 43, K 15034",Neo-Assyrian,Nineveh
P382627,"CT 11, pl. 43, K 04145",Neo-Assyrian,Nineveh
P382628,"CT 11, pl. 43, Rm 0611",Neo-Assyrian,Nineveh
P382629,"CT 11, pl. 43, Rm 0600",Neo-Assyrian,Nineveh
P382631,"CT 11, pl. 44, K 14396",Neo-Assyrian,Nineveh
P382632,"CT 11, pl. 44, K 14942",Neo-Assyrian,Nineveh
P382634,"CT 11, pl. 44, K 13683",Neo-Assyrian,Nineveh
P382635,"CT 11, pl. 44, K 14937",Neo-Assyrian,Nineveh
P382636,"CT 11, pl. 44, K 07718",Neo-Assyrian,Nineveh
P382637,"CT 11, pl. 44, K 07723",Neo-Assyrian,Nineveh
P382638,"CT 11, pl. 44, K 14941",Neo-Assyrian,Nineveh
P382639,"CT 11, pl. 44, K 04145h",Neo-Assyrian,Nineveh
P382641,"CT 11, pl. 44, K 04145a",Neo-Assyrian,Nineveh
P382642,"CT 11, pl. 44, K 04145c",Neo-Assyrian,Nineveh
P382643,"CT 11, pl. 44, K 14422",Neo-Assyrian,Nineveh
P382645,"CT 11, pl. 44, 1881-02-04, 480",Neo-Assyrian,Nineveh
P382646,"CT 11, pl. 45-48, K 04174",Neo-Assyrian,Nineveh
P382647,"CT 11, pl. 50, Rm 0905",Neo-Assyrian,Nineveh
P382648,"CT 11, pl. 50, Rm 0340",Neo-Assyrian,Nineveh
P382652,"CT 11, pl. 34, K 07769",Neo-Assyrian,Nineveh
P382653,"CT 11, pl. 34, K 11201",Neo-Assyrian,Nineveh
P382655,"CT 11, pl. 34, Sm 0032",Neo-Assyrian,Nineveh
P382660,VAT 12655b,ED IIIa,Shuruppak
P382663,www hag 02,Old Babylonian,uncertain
P382665,www hag 04,Old Babylonian,uncertain
P382666,www hag 05,Old Babylonian,uncertain
P385887,"MSL 12, p, 115m C",Neo-Assyrian,Nineveh
P385888,"MSL 12, p. 115 D",Neo-Assyrian,Nineveh
P385889,BM 070871 + BM 082921 + BM 101366,Middle Babylonian,unclear
P385890,"MSL 12, p. 115 D",Middle Babylonian,Nippur
P385898,"CT 19, pl. 01, K 04254",Neo-Assyrian,Nineveh
P385899,"CT 19, pl. 02, K 09961",Neo-Assyrian,Nineveh
P385900,"CT 19, pl. 04, K 11377",Neo-Assyrian,Nineveh
P385902,"CT 19, pl. 06, K 11155",Neo-Assyrian,Nineveh
P385904,"CT 19, pl. 06, K 13590",Neo-Assyrian,Nineveh
P385905,"CT 19, pl. 06, K 13614",Neo-Assyrian,Nineveh
P385907,"CT 19, pl. 07, 1881-02-04, 263",Neo-Assyrian,Nineveh
P385911,"CT 19, pl. 08, Rm 2, 339",Neo-Assyrian,Nineveh
P385914,"CT 19, pl. 08, Sm 0758",Neo-Assyrian,Nineveh
P385915,"CT 19, pl. 09, K 11203",Neo-Assyrian,Nineveh
P385917,"CT 19, pl. 09, K 13491",Neo-Assyrian,Nineveh
P385918,"CT 19, pl. 09, K 11163",Neo-Assyrian,Nineveh
P385920,"CT 19, pl. 10, K 04197",Neo-Assyrian,Nineveh
P385921,"CT 19, pl. 10, K 13591",Neo-Assyrian,Nineveh
P385922,"CT 19, pl. 10, K 05428a",Neo-Assyrian,Nineveh
P385924,"CT 19, pl. 10, K 05425a",Neo-Assyrian,Nineveh
P385925,"CT 19, pl. 11, Sm 0368",Neo-Assyrian,Nineveh
P385926,"CT 19, pl. 11, Sm 0550",Neo-Assyrian,Nineveh
P385927,"CT 19, pl. 11, Sm 0463",Neo-Assyrian,Nineveh
P385928,"CT 19, pl. 11, Sm 0262",Neo-Assyrian,Nineveh
P385930,"CT 19, pl. 11, Sm 0301",Neo-Assyrian,Nineveh
P385931,"CT 19, pl. 12, K 11394",Neo-Assyrian,Nineveh
P385932,"CT 19, pl. 12, K 07767",Neo-Assyrian,Nineveh
P385933,"CT 19, pl. 12, K 13595",Neo-Assyrian,Nineveh
P385934,"CT 19, pl. 12, K 04258",Neo-Assyrian,Nineveh
P385935,"CT 19, pl. 13, K 11337",Neo-Assyrian,Nineveh
P385936,"CT 19, pl. 13, K 13602",Neo-Assyrian,Nineveh
P385938,"CT 19, pl. 15, K 05441a",Neo-Assyrian,Nineveh
P385941,"CT 19, pl. 22-23, Rm 0344",Neo-Assyrian,Nineveh
P385942,"CT 19, pl. 25, K 14047b ?",Neo-Assyrian,Nineveh
P385945,"CT 19, pl. 26, K 12026 +",Neo-Assyrian,Nineveh
P385946,"CT 19, pl. 26, Rm 0359",Neo-Assyrian,Nineveh
P385948,"CT 19, pl. 28, K 10090",Neo-Assyrian,Nineveh
P385950,"CT 19, pl. 28, K 04848",Neo-Assyrian,Nineveh
P385953,"CT 19, pl. 30-32, K 04352 &amp; Sm 1806",Neo-Assyrian,Nineveh
P385957,"CT 19, pl. 34, Sm 0293",Neo-Assyrian,Nineveh
P385958,"CT 19, pl. 34, Sm 1086",Neo-Assyrian,Nineveh
P385960,"CT 19, pl. 35, Sm 0896",Neo-Assyrian,Nineveh
P385966,"CT 19, pl. 36, Sm 0006",Neo-Assyrian,Nineveh
P385967,"CT 19, pl. 37, Rm 0342 + CT 25, pl. 26, K 04144",Neo-Assyrian,Nineveh
P385969,"CT 19, pl. 38, K 12907",Neo-Assyrian,Nineveh
P385970,"CT 19, pl. 38, K 13583",Neo-Assyrian,Nineveh
P385973,"CT 19, pl. 38, K 11235",Neo-Assyrian,Nineveh
P385974,"CT 19, pl. 38, K 14074",Neo-Assyrian,Nineveh
P385975,"CT 19, pl. 38, K 11228",Neo-Assyrian,Nineveh
P385976,"CT 19, pl. 39, K 09964",Neo-Assyrian,Nineveh
P385978,"CT 19, pl. 39, K 04600",Neo-Assyrian,Nineveh
P385979,"CT 19, pl. 40, K 04601a",Neo-Assyrian,Nineveh
P385981,"CT 19, pl. 40, K 14135",Neo-Assyrian,Nineveh
P385983,"CT 19, pl. 40, Rm 2, 414",Neo-Assyrian,Nineveh
P385984,"CT 19, pl. 41, K 00272",Neo-Assyrian,Nineveh
P385988,"CT 19, pl. 44, K 04138",Neo-Assyrian,Nineveh
P385990,"CT 19, pl. 45, K 13711",Neo-Assyrian,Nineveh
P385991,"CT 19, pl. 46, K 04597",Neo-Assyrian,Nineveh
P386372,"CT 12, pl. 23, BM 041499",Neo-Babylonian,Sippar
P386383,LB 1829,Old Babylonian,not entered
P386385,"BAM 7, 51",Middle Babylonian,Babylon
P386402,"CT 12, pl. 27, BM 047935",not entered,not entered
P386403,"CT 12, pl. 27, 1881-07-27, 200",Neo-Babylonian,Babylon
P386408,BM 036333,not entered,not entered
P386409,"CT 12, pl. 30, BM 034950",Neo-Babylonian,Babylon
P386418,"CT 12, pl. 32, K 15284",Neo-Assyrian,Nineveh
P386424,"CT 12, pl. 31, BM 038885",Neo-Babylonian,unclear
P386425,"CT 12, pl. 33, K 02034",Neo-Assyrian,Nineveh
P386426,"CT 12, pl. 33, K 02034",Neo-Assyrian,Nineveh
P386427,"CT 12, pl. 39, Rm 2, 025",Neo-Assyrian,Nineveh
P386428,"CT 12, pl. 42, K 11926",Neo-Assyrian,Nineveh
P386429,"CT 12, pl. 45, K 02042",Neo-Assyrian,Nineveh
P386430,"CT 12, pl. 49, Sm 1600",Neo-Assyrian,Nineveh
P386431,"CT 12, pl. 49, K 12032",Neo-Assyrian,Nineveh
P386432,"CT 12, pl. 49, K 11962",Neo-Assyrian,Nineveh
P386433,"CT 12, pl. 50, Rm 0351",Neo-Assyrian,Nineveh
P387478,"SpTU 3, 114a",not entered,Uruk
P387596,YRL SC 1826-Bx1-2,Old Babylonian,uncertain
P387598,YRL SC 1826-Bx2-7,Old Babylonian,uncertain
P387605,YRL SC 1826-Bx4-2,Old Babylonian,uncertain
P387609,YRL SC 1826-Bx2-2,Old Babylonian,uncertain
P387682,AUB unnumbered 4,Old Babylonian,uncertain
P387683,"Fs Lenoble 174, no. 60",Old Babylonian,uncertain
P387757,"RA 010, 223",Middle Assyrian,not entered
P388082,Knox 6 (73-21-27),Old Babylonian,uncertain
P388095,Babylon Wahrheit no. 375,Old Babylonian,uncertain
P388097,Babylon Wahrheit no. 377,Old Assyrian,Assur
P388098,Babylon Wahrheit no. 460,Old Babylonian,uncertain
P388191,"TIM 11, 37",Neo-Assyrian,Nineveh
P388199,CBS 13675a,Old Babylonian,Nippur
P388201,"AOAT 025, pl. 10, BM 059809",Neo-Babylonian,Sippar
P388202,"CT 14, pl. 17, K 04548",Neo-Assyrian,Nineveh
P388203,"FB 20/21, 268",Neo-Babylonian,Babylon
P388204,"FB 20/21, 269-271",Neo-Babylonian,Borsippa
P388205,BM 048690,Neo-Babylonian,not entered
P388206,BM 033707,Neo-Babylonian,not entered
P388207,BM 037930,Neo-Babylonian,not entered
P388208,BM 047373,Neo-Babylonian,not entered
P388209,BM 059458,Neo-Babylonian,Sippar
P388210,BM 041378,Neo-Babylonian,Babylon
P388211,Ist (photo K 160/161),Neo-Assyrian,Assur
P388212,"MSL 17, 023 F",Neo-Assyrian,Nineveh
P388213,Ass 13956hp,Neo-Assyrian,Assur
P388214,Ist Ni 10310b,Neo-Babylonian,Nippur
P388215,Ist Ni 10310a,Neo-Babylonian,Nippur
P388216,NMSD 06714,Middle Babylonian,Ugarit
P388217,"MSL 17, 045 D",Neo-Assyrian,Nineveh
P388218,BM 038094,Neo-Babylonian,Babylon
P388219,BM 077194,Neo-Babylonian,Sippar
P388220,BM 037855,Neo-Babylonian,Sippar
P388221,"MSL 17, 055 D",Neo-Assyrian,Nineveh
P388222,BM 036717,Neo-Babylonian,Sippar
P388223,BM 038174,Neo-Babylonian,Babylon
P388224,U 30500,Neo-Babylonian,Ur
P388225,BM 042296,Neo-Babylonian,Babylon
P388226,"MSL 17, 065 B",Neo-Assyrian,Nineveh
P388227,BM 037925,Neo-Babylonian,Sippar
P388228,"MSL 17, 066 G",Neo-Assyrian,Nineveh
P388229,BM 045742,Neo-Babylonian,Babylon
P388230,BM 065498,Neo-Babylonian,Babylon
P388231,A 01595,Neo-Babylonian,not entered
P388232,"MVAG 21, pl. 4, VAT 08371",Old Babylonian,not entered
P388233,"ZA 009, 149-150",Neo-Assyrian,not entered
P388252,"SC 2, 004b",Uruk III,uncertain
P388253,"SC 2, 004a",Uruk III,uncertain
P388256,"SC 2, 005b",Old Babylonian,uncertain
P388265,"SC 1, 022",Old Babylonian,uncertain
P388280,"SC 3, 030",Old Babylonian,uncertain
P388293,"SC 3, 036",Old Babylonian,uncertain
P388330,"SC 2, 014",Old Babylonian,uncertain
P388334,"SC 1, 041",Old Babylonian,uncertain
P388335,"SC 3, 020",Old Babylonian,uncertain
P388337,"SC 1, 007",Old Babylonian,uncertain
P388339,"SC 3, 016",Old Babylonian,uncertain
P388343,"SC 3, 013",Old Babylonian,uncertain
P388547,"NABU 1996/068, 1",Old Babylonian,uncertain
P388549,SC-UCLA 31719_01,not entered,uncertain
P388550,SC-UCLA 31719_02,Old Babylonian,uncertain
P388551,SC-UCLA 31719_03,Old Babylonian,uncertain
P388552,SC-UCLA 31719_04,Old Babylonian,uncertain
P388553,SC-UCLA 31719_05,not entered,uncertain
P388554,SC-UCLA 31719_06,not entered,uncertain
P388555,SC-UCLA 31719_07,not entered,uncertain
P388556,SC-UCLA 31719_08,Old Babylonian,uncertain
P388557,SC-UCLA 31719_09,Old Babylonian,uncertain
P388558,SC-UCLA 31719_10,not entered,uncertain
P388559,SC-UCLA 31719_11,not entered,uncertain
P388560,SC-UCLA 31719_12,not entered,uncertain
P388561,SC-UCLA 31719_13,Old Babylonian,uncertain
P388563,SC-UCLA 31719_15,Old Babylonian,uncertain
P388578,"PARS 12/01, 144",Old Babylonian,uncertain
P388589,Ferrini 1,Ur III,not entered
P389436,"OLZ 17, 306 P375",Old Babylonian,not entered
P389437,"EEN 290, LB 0998",Old Babylonian,not entered
P389438,LB 0999,Old Babylonian,not entered
P389511,EEN 287-288,Old Babylonian,not entered
P391158,A 01166,Old Babylonian,Adab
P392114,A 07738,Old Babylonian,Diyala
P393738,K 00064,Neo-Assyrian,Nineveh
P393745,K 00073 + K 09998,Neo-Assyrian,Nineveh
P393770,K 00152 + K 04204 + K 14726,Neo-Assyrian,Nineveh
P393779,K 00171 + K 02112,Neo-Assyrian,Nineveh
P393788,K 00208 + K 04576,Neo-Assyrian,Nineveh
P393805,"K 00241 + 1882-03-23, 0137",Neo-Assyrian,Nineveh
P393806,K 00242 + K 04574,Neo-Assyrian,Nineveh
P393808,K 00250 + K 07646 + K 07625 + K 11184 + K 13677 + K 13709 + K 16242,Neo-Assyrian,Nineveh
P393810,K 00253,Neo-Assyrian,Nineveh
P393814,K 00260 + K 04239 + K 04235 + K 10093,Neo-Assyrian,Nineveh
P393822,K 00357 + K 04423 + K 09960 + K 13696,Neo-Assyrian,Nineveh
P394142,K 02021a + K 04357 + DT 014,Neo-Assyrian,Nineveh
P394146,"CT 19, pl. 35, Sm 0813",Neo-Assyrian,Nineveh
P394149,K 02033,Neo-Assyrian,Nineveh
P394150,K 02035a + K 04337,Neo-Assyrian,Nineveh
P394154,K 02039 + K 14323,Neo-Assyrian,Nineveh
P394155,K 02045 + K 04188 + K 05421c,Neo-Assyrian,Nineveh
P394157,K 02051 + Sm 2014 + K 04645 + K 11221 + K 11196,Neo-Assyrian,Nineveh
P394160,K 02055,Neo-Assyrian,Nineveh
P394161,K 02056,Neo-Assyrian,Nineveh
P394162,K 02057 + K 13622,Neo-Assyrian,Nineveh
P394163,K 02059 + K 07611 + K 11226 + K 13571,Neo-Assyrian,Nineveh
P394164,K 02060 + K 14820 + K 05803,Neo-Assyrian,Nineveh
P394170,K 02067,Neo-Assyrian,Nineveh
P394767,K 03012 + K 14325,Neo-Assyrian,Nineveh
P394800,K 03089 + K 10924,Neo-Assyrian,Nineveh
P394927,K 03296,Neo-Assyrian,Nineveh
P395422,K 04145i,Neo-Assyrian,Nineveh
P395424,K 04153 + K 06410,Neo-Assyrian,Nineveh
P395425,K 04154,Neo-Assyrian,Nineveh
P395428,K 04158,Neo-Assyrian,Nineveh
P395434,"K 04172 + 1904-10-09, 83",Neo-Assyrian,Nineveh
P395436,K 04177 + K 04402 + Sm 0063,Neo-Assyrian,Nineveh
P395440,"K 04194 + Rm 2, 029",Neo-Assyrian,Nineveh
P395441,K 04195,Neo-Assyrian,Nineveh
P395442,K 04198,Neo-Assyrian,Nineveh
P395450,K 04221 + Rm 0605,Neo-Assyrian,Nineveh
P395451,K 04222,Neo-Assyrian,Nineveh
P395453,K 04225,Neo-Assyrian,Nineveh
P395454,K 04227,Neo-Assyrian,Nineveh
P395458,"K 04240 + 1882-05-22, 574",Neo-Assyrian,Nineveh
P395461,K 04248 + K 11985,Old Babylonian,Nineveh
P395462,K 04251,Neo-Assyrian,Nineveh
P395464,K 04255,Neo-Assyrian,Nineveh
P395465,K 04259 + K 13685,Neo-Assyrian,Nineveh
P395474,K 04312 + K 11401 + K 05436a + K 12904 + K 04379,Neo-Assyrian,Nineveh
P395475,K 04314,Neo-Assyrian,Nineveh
P395476,K 04315,Neo-Assyrian,Nineveh
P395477,K 04316 + K 16183,Neo-Assyrian,Nineveh
P395479,K 04319 + K 13690 + K 04604 + K 10059,Neo-Assyrian,Nineveh
P395481,K 04324 + K 04362 + K 04359 + K 05446a + K 07743 + K 13596 + K 14137 + K 14319 + K 14887 + K 16223,Neo-Assyrian,Nineveh
P395486,K 04331,Neo-Assyrian,Nineveh
P395488,"K 04338a + K 04358a + 1883,01-18, 455",Neo-Assyrian,Nineveh
P395489,K 04341,Neo-Assyrian,Nineveh
P395490,K 04342,Neo-Assyrian,Nineveh
P395491,K 04344,Neo-Assyrian,Nineveh
P395495,K 04347b,Neo-Assyrian,Nineveh
P395496,K 04349c,Neo-Assyrian,Nineveh
P395497,K 04349d,Neo-Assyrian,Nineveh
P395501,K 04349l,Neo-Assyrian,Nineveh
P395504,K 04349q,Neo-Assyrian,Nineveh
P395507,K 04349w,Neo-Assyrian,Nineveh
P395508,K 04349x,Neo-Assyrian,Nineveh
P395512,K 04350d,Middle Assyrian,Nineveh
P395513,K 04351,Neo-Assyrian,Nineveh
P395518,K 04369,Neo-Assyrian,Nineveh
P395519,K 04374 + K 08377,Neo-Assyrian,Nineveh
P395525,K 04395 + Sm 0056,Neo-Assyrian,Nineveh
P395526,K 04399,Neo-Assyrian,Nineveh
P395527,K 04400 + K 11170 + K 13802 + K 16217,Neo-Assyrian,Nineveh
P395531,K 04405,Neo-Assyrian,Nineveh
P395533,K 04407,Neo-Assyrian,Nineveh
P395534,K 04410 + K 05431a + K 15047,Neo-Assyrian,Nineveh
P395535,K 04411 + K 04602 + K 09891 + Sm 0021 + K 11160 + K 021893,Neo-Assyrian,Nineveh
P395539,K 04420,Neo-Assyrian,Nineveh
P395540,K 04424 + K 18710 + K 04590,Neo-Assyrian,Nineveh
P395541,K 04425,Neo-Assyrian,Nineveh
P395544,K 04429 + K 08818,Neo-Assyrian,Nineveh
P395629,K 04547 + K 07634 + K 08388 + K 11078 + K 14134 + K 14423 + K 13707 + K 18111,Neo-Assyrian,Nineveh
P395630,K 04549,Neo-Assyrian,Nineveh
P395632,K 04552,Neo-Assyrian,Nineveh
P395636,K 04558 + K 11400,Neo-Assyrian,Nineveh
P395637,K 04561,Neo-Assyrian,Nineveh
P395638,K 04562 + K 08267 + K 11639 + K 13588 + K 14245 + K 16172 + K 16859 + K 17849 + K 17652 + K 21421 + K 22243 + Sm 1604 + Sm 1842,Neo-Assyrian,Nineveh
P395644,K 04572,Neo-Assyrian,Nineveh
P395645,K 04573,Neo-Assyrian,Nineveh
P395647,K 04581,Neo-Assyrian,Nineveh
P395652,K 04594,Neo-Assyrian,Nineveh
P395653,K 04603,Neo-Assyrian,Nineveh
P395654,K 04607 + K 09888,Neo-Assyrian,Nineveh
P395694,K 04685,Neo-Assyrian,Nineveh
P395710,K 04759,Neo-Assyrian,Nineveh
P395719,K 04798,Neo-Assyrian,Nineveh
P395723,K 04808,Neo-Assyrian,Nineveh
P395743,K 04844b + K 14115,Neo-Assyrian,Nineveh
P395989,K 05316,Neo-Assyrian,Nineveh
P396029,K 05439b,Neo-Assyrian,Nineveh
P396034,K 05449a + K 020528 + K 13600,Neo-Assyrian,Nineveh
P396080,K 05672,Neo-Assyrian,Nineveh
P396206,K 05848,Neo-Assyrian,Nineveh
P396236,K 05891,Neo-Assyrian,Nineveh
P396300,K 05976 + K 11187,Neo-Assyrian,Nineveh
P396311,K 06003,Neo-Assyrian,Nineveh
P396595,K 06515,Neo-Assyrian,Nineveh
P396616,K 06538,Neo-Assyrian,Nineveh
P397063,K 07145,Neo-Assyrian,Nineveh
P397178,K 07443,Neo-Assyrian,Nineveh
P397211,K 07595,Neo-Assyrian,Nineveh
P397217,K 07614 + K 12060 + K 14018,Neo-Assyrian,Nineveh
P397225,"BWL pl. 59, K 07638",Neo-Assyrian,Nineveh
